Ano;Mês;UF;  IRPF  
2017;Outubro;AP;3.812.686
2017;Outubro;BA;61.592.971
2017;Outubro;CE;35.046.358
2017;Outubro;DF;55.014.641
2017;Outubro;ES;27.659.588
2017;Outubro;GO;82.658.256
2017;Outubro;MA;25.271.621
2017;Outubro;MG;185.779.845
2017;Outubro;MS;31.810.991
2017;Outubro;MT;25.464.291
2017;Outubro;PA;27.180.808
2017;Outubro;PB;21.708.292
2017;Outubro;PE;100.043.010
2017;Outubro;PI;14.587.712
2017;Outubro;PR;118.890.438
2017;Outubro;RJ;310.733.607
2017;Outubro;RN;20.779.554
2017;Outubro;RO;9.841.276
2017;Outubro;RR;3.520.826
2017;Outubro;RS;158.344.714
2017;Outubro;SC;65.826.400
2017;Outubro;SE;16.418.223
2017;Outubro;SP;902.617.693
2017;Outubro;TO;6.891.376
2017;Novembro;AC;5.117.334
2017;Novembro;AL;15.359.983
2017;Novembro;AM;15.292.759
2017;Novembro;AP;3.515.053
2017;Novembro;BA;61.447.391
2017;Novembro;CE;36.843.819
2017;Novembro;DF;58.454.701
2017;Novembro;ES;27.454.560
2017;Novembro;GO;51.786.562
2017;Novembro;MA;23.502.060
2017;Novembro;MG;173.444.074
2017;Novembro;MS;30.809.021
2017;Novembro;MT;25.493.577
2017;Novembro;PA;35.796.722
2017;Novembro;PB;21.092.364
2017;Novembro;PE;64.735.399
2017;Novembro;PI;14.552.359
2017;Novembro;PR;123.598.775
2017;Novembro;RJ;320.533.465
2017;Novembro;RN;19.818.536
2017;Novembro;RO;9.602.969
2017;Novembro;RR;3.698.443
2017;Novembro;RS;151.117.973
2017;Novembro;SC;92.045.887
2017;Novembro;SE;15.936.841
2017;Novembro;SP;835.724.045
2017;Novembro;TO;6.665.980
2017;Dezembro;AC;1.614.180
2017;Dezembro;AL;8.424.731
2017;Dezembro;AM;7.536.723
2017;Dezembro;AP;1.865.263
2017;Dezembro;BA;26.638.798
2017;Dezembro;CE;18.778.161
2017;Dezembro;DF;47.132.827
2017;Dezembro;ES;12.656.591
2017;Dezembro;GO;28.343.982
2017;Dezembro;MA;9.739.034
2017;Dezembro;MG;83.202.031
2017;Dezembro;MS;14.041.779
2017;Dezembro;MT;11.378.315
2017;Dezembro;PA;15.779.968
2017;Dezembro;PB;8.371.080
2017;Dezembro;PE;25.918.402
2017;Dezembro;PI;31.042.455
2017;Dezembro;PR;60.087.075
2017;Dezembro;RJ;177.384.244
2017;Dezembro;RN;8.193.451
2017;Dezembro;RO;5.474.843
2017;Dezembro;RR;1.817.356
2017;Dezembro;RS;78.476.308
2017;Dezembro;SC;44.913.262
2017;Dezembro;SE;5.872.275
2017;Dezembro;SP;487.946.135
2017;Dezembro;TO;3.321.956
2018;Janeiro;AC;1.770.799
2018;Janeiro;AL;6.465.250
2018;Janeiro;AM;6.656.414
2018;Janeiro;AP;1.786.223
2018;Janeiro;BA;25.400.277
2018;Janeiro;CE;24.203.261
2018;Janeiro;DF;38.843.475
2018;Janeiro;ES;11.669.757
2018;Janeiro;GO;33.883.044
2018;Janeiro;MA;8.489.335
2018;Janeiro;MG;153.566.432
2018;Janeiro;MS;12.468.101
2018;Janeiro;MT;20.495.531
2018;Janeiro;PA;12.508.854
2018;Janeiro;PB;8.405.653
2018;Janeiro;PE;23.284.855
2018;Janeiro;PI;7.054.448
2018;Janeiro;PR;68.875.230
2018;Janeiro;RJ;258.694.476
2018;Janeiro;RN;6.954.310
2018;Janeiro;RO;7.724.765
2018;Janeiro;RR;2.255.634
2018;Janeiro;RS;88.500.084
2018;Janeiro;SC;36.478.448
2018;Janeiro;SE;8.023.446
2018;Janeiro;SP;632.049.869
2018;Janeiro;TO;2.907.801
2018;Fevereiro;AC;1.096.504
2018;Fevereiro;AL;5.504.732
2018;Fevereiro;AM;5.413.898
2018;Fevereiro;AP;1.380.212
2018;Fevereiro;BA;21.577.358
2018;Fevereiro;CE;13.942.826
2018;Fevereiro;DF;27.096.528
2018;Fevereiro;ES;10.541.307
2018;Fevereiro;GO;23.999.902
2018;Fevereiro;MA;7.299.787
2018;Fevereiro;MG;76.122.219
2018;Fevereiro;MS;10.160.887
2018;Fevereiro;MT;10.045.361
2018;Fevereiro;PA;10.852.374
2018;Fevereiro;PB;8.302.491
2018;Fevereiro;PE;21.024.674
2018;Fevereiro;PI;3.728.652
2018;Fevereiro;PR;47.743.131
2018;Fevereiro;RJ;178.666.987
2018;Fevereiro;RN;5.978.658
2018;Fevereiro;RO;3.892.181
2018;Fevereiro;RR;1.182.501
2018;Fevereiro;RS;53.279.021
2018;Fevereiro;SC;37.801.016
2018;Fevereiro;SE;4.279.860
2018;Fevereiro;SP;603.776.471
2018;Fevereiro;TO;3.370.688
2018;Março;AC;1.291.278
2018;Março;AL;5.251.870
2018;Março;AM;7.325.747
2018;Março;AP;1.727.662
2018;Março;BA;22.551.196
2018;Março;CE;16.743.292
2018;Março;DF;32.481.255
2018;Março;ES;12.229.487
2018;Março;GO;22.504.104
2018;Março;MA;79.589.461
2018;Março;MG;78.459.618
2018;Março;MS;10.710.736
2018;Março;MT;12.610.032
2018;Março;PA;10.754.789
2018;Março;PB;7.933.171
2018;Março;PE;18.815.010
2018;Março;PI;6.070.451
2018;Março;PR;71.138.827
2018;Março;RJ;204.677.179
2018;Março;RN;9.025.257
2018;Março;RO;3.895.389
2018;Março;RR;1.393.988
2018;Março;RS;68.545.752
2018;Março;SC;42.807.001
2018;Março;SE;5.177.835
2018;Março;SP;600.847.479
2018;Março;TO;2.641.001
2018;Abril;AC;10.822.303
2018;Abril;AL;63.795.624
2018;Abril;AM;43.436.719
2018;Abril;AP;6.657.768
2018;Abril;BA;210.275.802
2018;Abril;CE;171.139.670
2018;Abril;DF;278.654.488
2018;Abril;ES;145.319.985
2018;Abril;GO;216.576.443
2018;Abril;MA;54.091.006
2018;Abril;MG;801.865.283
2018;Abril;MS;138.023.347
2018;Abril;MT;123.668.976
2018;Abril;PA;122.603.704
2018;Abril;PB;87.776.167
2018;Abril;PE;179.859.384
2018;Abril;PI;55.697.280
2018;Abril;PR;624.099.208
2018;Abril;RJ;1.207.655.630
2018;Abril;RN;79.020.700
2018;Abril;RO;33.517.040
2018;Abril;RR;8.904.150
2018;Abril;RS;724.757.452
2018;Abril;SC;348.101.600
2018;Abril;SE;64.477.716
2018;Abril;SP;3.168.603.820
2018;Abril;TO;18.890.250
2018;Maio;AC;6.556.582
2018;Maio;AL;22.959.568
2018;Maio;AM;23.777.036
2018;Maio;AP;4.293.646
2018;Maio;BA;95.601.149
2018;Maio;CE;54.079.171
2018;Maio;DF;81.758.848
2018;Maio;ES;53.292.187
2018;Maio;GO;113.260.658
2018;Maio;MA;34.268.726
2018;Maio;MG;292.027.782
2018;Maio;MS;47.133.655
2018;Maio;MT;43.607.246
2018;Maio;PA;40.031.273
2018;Maio;PB;33.528.843
2018;Maio;PE;72.702.178
2018;Maio;PI;23.812.763
2018;Maio;PR;196.835.247
2018;Maio;RJ;430.636.291
2018;Maio;RN;32.620.946
2018;Maio;RO;14.121.447
2018;Maio;RR;4.896.564
2018;Maio;RS;241.625.112
2018;Maio;SC;115.909.422
2018;Maio;SE;25.043.553
2018;Maio;SP;1.208.409.904
2018;Maio;TO;9.582.233
2018;Junho;AC;6.283.454
2018;Junho;AL;19.874.766
2018;Junho;AM;20.732.579
2018;Junho;AP;4.448.978
2018;Junho;BA;81.957.532
2018;Junho;CE;67.002.007
2018;Junho;DF;70.922.274
2018;Junho;ES;37.190.428
2018;Junho;GO;71.126.999
2018;Junho;MA;29.402.234
2018;Junho;MG;247.175.749
2018;Junho;MS;39.111.914
2018;Junho;MT;38.319.396
2018;Junho;PA;34.690.550
2018;Junho;PB;28.166.178
2018;Junho;PE;62.688.368
2018;Junho;PI;25.845.835
2018;Junho;PR;162.802.667
2018;Junho;RJ;451.397.425
2018;Junho;RN;26.468.674
2018;Junho;RO;12.730.561
2018;Junho;RR;4.402.883
2018;Junho;RS;222.054.642
2018;Junho;SC;96.976.961
2018;Junho;SE;22.040.737
2018;Junho;SP;1.132.141.058
2018;Junho;TO;10.758.760
2018;Julho;AC;6.156.739
2018;Julho;AL;19.644.538
2018;Julho;AM;21.404.199
2018;Julho;AP;4.666.945
2018;Julho;BA;80.748.124
2018;Julho;CE;48.944.703
2018;Julho;DF;71.754.562
2018;Julho;ES;46.656.245
2018;Julho;GO;70.829.513
2018;Julho;MA;34.982.689
2018;Julho;MG;209.402.382
2018;Julho;MS;36.195.280
2018;Julho;MT;36.729.785
2018;Julho;PA;33.837.672
2018;Julho;PB;27.121.172
2018;Julho;PE;64.709.640
2018;Julho;PI;20.905.457
2018;Julho;PR;161.880.803
2018;Julho;RJ;420.518.498
2018;Julho;RN;25.612.579
2018;Julho;RO;11.914.763
2018;Julho;RR;5.755.840
2018;Julho;RS;189.527.386
2018;Julho;SC;110.795.390
2018;Julho;SE;22.348.279
2018;Julho;SP;958.749.410
2018;Julho;TO;8.513.132
2018;Agosto;AC;6.572.633
2018;Agosto;AL;17.838.047
2018;Agosto;AM;39.716.068
2018;Agosto;AP;4.141.482
2018;Agosto;BA;79.426.936
2018;Agosto;CE;47.581.439
2018;Agosto;DF;64.349.409
2018;Agosto;ES;39.178.080
2018;Agosto;GO;60.216.240
2018;Agosto;MA;28.325.171
2018;Agosto;MG;195.310.338
2018;Agosto;MS;33.697.778
2018;Agosto;MT;32.234.544
2018;Agosto;PA;32.391.294
2018;Agosto;PB;25.449.309
2018;Agosto;PE;57.689.749
2018;Agosto;PI;18.509.758
2018;Agosto;PR;140.561.496
2018;Agosto;RJ;385.889.162
2018;Agosto;RN;22.813.189
2018;Agosto;RO;11.388.991
2018;Agosto;RR;4.068.903
2018;Agosto;RS;194.755.090
2018;Agosto;SC;77.651.400
2018;Agosto;SE;20.620.279
2018;Agosto;SP;883.613.274
2018;Agosto;TO;7.897.587
2018;Setembro;AC;5.198.379
2018;Setembro;AL;15.312.893
2018;Setembro;AM;16.817.522
2018;Setembro;AP;3.650.285
2018;Setembro;BA;90.060.044
2018;Setembro;CE;58.892.734
2018;Setembro;DF;58.144.821
2018;Setembro;ES;31.665.865
2018;Setembro;GO;59.116.562
2018;Setembro;MA;24.086.506
2018;Setembro;MG;188.005.744
2018;Setembro;MS;32.056.590
2018;Setembro;MT;31.370.661
2018;Setembro;PA;29.674.116
2018;Setembro;PB;22.972.472
2018;Setembro;PE;51.149.751
2018;Setembro;PI;16.544.789
2018;Setembro;PR;156.016.323
2018;Setembro;RJ;436.136.457
2018;Setembro;RN;23.110.288
2018;Setembro;RO;10.184.424
2018;Setembro;RR;3.395.877
2018;Setembro;RS;225.250.530
2018;Setembro;SC;73.894.704
2018;Setembro;SE;22.984.120
2018;Setembro;SP;968.900.845
2018;Setembro;TO;7.499.287
2018;Outubro;AC;5.471.424
2018;Outubro;AL;17.315.823
2018;Outubro;AM;25.125.576
2018;Outubro;AP;3.978.597
2018;Outubro;BA;72.599.297
2018;Outubro;CE;42.163.255
2018;Outubro;DF;54.838.723
2018;Outubro;ES;32.500.364
2018;Outubro;GO;57.177.206
2018;Outubro;MA;27.968.313
2018;Outubro;MG;196.495.466
2018;Outubro;MS;30.853.903
2018;Outubro;MT;29.758.361
2018;Outubro;PA;30.022.260
2018;Outubro;PB;40.584.926
2018;Outubro;PE;64.242.324
2018;Outubro;PI;17.359.256
2018;Outubro;PR;136.332.503
2018;Outubro;RJ;336.159.170
2018;Outubro;RN;22.652.921
2018;Outubro;RO;10.027.475
2018;Outubro;RR;3.735.464
2018;Outubro;RS;149.716.871
2018;Outubro;SC;78.705.607
2018;Outubro;SE;18.633.537
2018;Outubro;SP;830.550.656
2018;Outubro;TO;7.373.629
2018;Novembro;AC;5.311.417
2018;Novembro;AL;16.012.686
2018;Novembro;AM;18.735.612
2018;Novembro;AP;3.660.672
2018;Novembro;BA;73.831.444
2018;Novembro;CE;42.336.839
2018;Novembro;DF;55.972.541
2018;Novembro;ES;32.526.120
2018;Novembro;GO;63.309.434
2018;Novembro;MA;25.498.675
2018;Novembro;MG;192.010.800
2018;Novembro;MS;36.108.363
2018;Novembro;MT;36.248.568
2018;Novembro;PA;29.721.172
2018;Novembro;PB;22.008.385
2018;Novembro;PE;57.416.803
2018;Novembro;PI;15.779.433
2018;Novembro;PR;141.555.484
2018;Novembro;RJ;352.330.864
2018;Novembro;RN;21.313.411
2018;Novembro;RO;10.534.420
2018;Novembro;RR;3.894.421
2018;Novembro;RS;158.551.489
2018;Novembro;SC;106.231.364
2018;Novembro;SE;18.818.970
2018;Novembro;SP;1.050.444.048
2018;Novembro;TO;6.819.047
2018;Dezembro;AC;2.314.651
2018;Dezembro;AL;8.878.670
2018;Dezembro;AM;12.764.458
2018;Dezembro;AP;3.259.876
2018;Dezembro;BA;43.459.099
2018;Dezembro;CE;26.706.251
2018;Dezembro;DF;52.375.722
2018;Dezembro;ES;26.513.899
2018;Dezembro;GO;31.419.484
2018;Dezembro;MA;14.568.338
2018;Dezembro;MG;125.080.466
2018;Dezembro;MS;18.328.011
2018;Dezembro;MT;18.592.691
2018;Dezembro;PA;20.467.002
2018;Dezembro;PB;12.677.272
2018;Dezembro;PE;37.208.903
2018;Dezembro;PI;9.319.910
2018;Dezembro;PR;89.071.369
2018;Dezembro;RJ;307.513.369
2018;Dezembro;RN;12.674.493
2018;Dezembro;RO;6.760.374
2018;Dezembro;RR;2.819.504
2018;Dezembro;RS;113.229.915
2018;Dezembro;SC;50.168.231
2018;Dezembro;SE;8.882.846
2018;Dezembro;SP;642.737.838
2018;Dezembro;TO;5.307.239
2019;Janeiro;AC;2.560.814
2019;Janeiro;AL;7.806.737
2019;Janeiro;AM;9.743.141
2019;Janeiro;AP;2.678.033
2019;Janeiro;BA;25.462.304
2019;Janeiro;CE;28.174.459
2019;Janeiro;DF;39.249.061
2019;Janeiro;ES;18.502.346
2019;Janeiro;GO;27.774.179
2019;Janeiro;MA;11.736.627
2019;Janeiro;MG;114.803.439
2019;Janeiro;MS;14.529.554
2019;Janeiro;MT;17.012.065
2019;Janeiro;PA;14.396.613
2019;Janeiro;PB;10.621.718
2019;Janeiro;PE;24.480.509
2019;Janeiro;PI;6.149.185
2019;Janeiro;PR;119.294.253
2019;Janeiro;RJ;247.445.853
2019;Janeiro;RN;8.056.891
2019;Janeiro;RO;4.326.780
2019;Janeiro;RR;1.813.345
2019;Janeiro;RS;74.460.177
2019;Janeiro;SC;44.887.942
2019;Janeiro;SE;6.095.135
2019;Janeiro;SP;656.640.940
2019;Janeiro;TO;3.512.993
2019;Fevereiro;AC;1.896.771
2019;Fevereiro;AL;6.557.504
2019;Fevereiro;AM;8.112.788
2019;Fevereiro;AP;2.285.493
2019;Fevereiro;BA;26.690.663
2019;Fevereiro;CE;16.024.951
2019;Fevereiro;DF;36.506.572
2019;Fevereiro;ES;13.730.042
2019;Fevereiro;GO;29.878.369
2019;Fevereiro;MA;10.990.704
2019;Fevereiro;MG;209.622.531
2019;Fevereiro;MS;13.776.163
2019;Fevereiro;MT;12.869.329
2019;Fevereiro;PA;13.022.093
2019;Fevereiro;PB;8.892.073
2019;Fevereiro;PE;20.821.594
2019;Fevereiro;PI;5.935.888
2019;Fevereiro;PR;73.729.195
2019;Fevereiro;RJ;227.078.262
2019;Fevereiro;RN;9.828.731
2019;Fevereiro;RO;4.490.551
2019;Fevereiro;RR;1.633.952
2019;Fevereiro;RS;100.965.154
2019;Fevereiro;SC;43.669.880
2019;Fevereiro;SE;54.721.785
2019;Fevereiro;SP;696.637.466
2019;Fevereiro;TO;3.324.628
2019;Março;AC;1.929.617
2019;Março;AL;6.830.213
2019;Março;AM;8.818.199
2019;Março;AP;2.133.367
2019;Março;BA;42.020.884
2019;Março;CE;22.624.221
2019;Março;DF;43.280.888
2019;Março;ES;24.386.337
2019;Março;GO;26.159.739
2019;Março;MA;10.279.757
2019;Março;MG;116.290.944
2019;Março;MS;14.560.411
2019;Março;MT;15.405.195
2019;Março;PA;13.257.261
2019;Março;PB;10.517.118
2019;Março;PE;23.255.596
2019;Março;PI;7.946.457
2019;Março;PR;76.374.821
2019;Março;RJ;214.795.022
2019;Março;RN;12.057.569
2019;Março;RO;4.694.299
2019;Março;RR;1.783.492
2019;Março;RS;89.550.026
2019;Março;SC;45.357.097
2019;Março;SE;8.268.408
2019;Março;SP;583.111.702
2019;Março;TO;3.468.451
2019;Abril;AC;11.307.408
2019;Abril;AL;66.044.597
2019;Abril;AM;47.959.084
2019;Abril;AP;7.412.527
2019;Abril;BA;219.580.419
2019;Abril;CE;146.182.795
2019;Abril;DF;262.969.342
2019;Abril;ES;138.286.516
2019;Abril;GO;234.230.251
2019;Abril;MA;61.087.151
2019;Abril;MG;864.775.379
2019;Abril;MS;149.665.961
2019;Abril;MT;157.106.573
2019;Abril;PA;79.933.972
2019;Abril;PB;89.810.531
2019;Abril;PE;185.521.382
2019;Abril;PI;59.533.870
2019;Abril;PR;695.339.764
2019;Abril;RJ;1.206.557.778
2019;Abril;RN;76.224.745
2019;Abril;RO;40.124.087
2019;Abril;RR;12.446.546
2019;Abril;RS;802.273.041
2019;Abril;SC;370.887.940
2019;Abril;SE;68.997.642
2019;Abril;SP;3.459.117.027
2019;Abril;TO;20.746.093
2019;Maio;AC;7.663.451
2019;Maio;AL;25.323.394
2019;Maio;AM;25.635.118
2019;Maio;AP;5.238.081
2019;Maio;BA;99.055.597
2019;Maio;CE;57.564.351
2019;Maio;DF;86.008.968
2019;Maio;ES;43.471.873
2019;Maio;GO;151.755.148
2019;Maio;MA;38.902.774
2019;Maio;MG;281.394.069
2019;Maio;MS;55.326.909
2019;Maio;MT;55.317.154
2019;Maio;PA;45.405.442
2019;Maio;PB;36.436.811
2019;Maio;PE;73.370.957
2019;Maio;PI;26.931.244
2019;Maio;PR;204.650.200
2019;Maio;RJ;406.072.234
2019;Maio;RN;33.140.360
2019;Maio;RO;17.551.022
2019;Maio;RR;5.784.838
2019;Maio;RS;213.294.899
2019;Maio;SC;127.896.254
2019;Maio;SE;27.534.674
2019;Maio;SP;1.133.140.435
2019;Maio;TO;11.055.639
2019;Junho;AC;7.091.844
2019;Junho;AL;22.343.776
2019;Junho;AM;25.676.649
2019;Junho;AP;5.409.770
2019;Junho;BA;99.995.803
2019;Junho;CE;59.900.085
2019;Junho;DF;88.450.879
2019;Junho;ES;54.246.652
2019;Junho;GO;85.989.880
2019;Junho;MA;33.925.063
2019;Junho;MG;310.431.234
2019;Junho;MS;50.122.136
2019;Junho;MT;47.004.070
2019;Junho;PA;44.450.011
2019;Junho;PB;33.514.992
2019;Junho;PE;72.995.874
2019;Junho;PI;23.523.058
2019;Junho;PR;203.149.046
2019;Junho;RJ;471.765.369
2019;Junho;RN;29.260.242
2019;Junho;RO;15.018.391
2019;Junho;RR;5.871.003
2019;Junho;RS;277.360.750
2019;Junho;SC;107.866.616
2019;Junho;SE;24.517.712
2019;Junho;SP;1.369.303.994
2019;Junho;TO;10.786.591
2019;Julho;AC;6.967.697
2019;Julho;AL;22.924.808
2019;Julho;AM;24.077.969
2019;Julho;AP;5.577.983
2019;Julho;BA;93.267.675
2019;Julho;CE;54.137.332
2019;Julho;DF;82.903.101
2019;Julho;ES;39.972.311
2019;Julho;GO;74.337.117
2019;Julho;MA;38.982.092
2019;Julho;MG;250.291.748
2019;Julho;MS;44.196.518
2019;Julho;MT;43.196.601
2019;Julho;PA;39.916.062
2019;Julho;PB;30.040.854
2019;Julho;PE;72.292.958
2019;Julho;PI;22.747.922
2019;Julho;PR;182.740.355
2019;Julho;RJ;377.731.969
2019;Julho;RN;28.491.955
2019;Julho;RO;14.673.412
2019;Julho;RR;6.252.960
2019;Julho;RS;226.285.384
2019;Julho;SC;101.397.893
2019;Julho;SE;30.306.424
2019;Julho;SP;1.080.285.363
2019;Julho;TO;9.064.006
2019;Agosto;AC;6.174.549
2019;Agosto;AL;19.134.115
2019;Agosto;AM;23.252.217
2019;Agosto;AP;4.618.864
2019;Agosto;BA;82.677.409
2019;Agosto;CE;46.104.301
2019;Agosto;DF;75.046.418
2019;Agosto;ES;42.510.439
2019;Agosto;GO;67.988.301
2019;Agosto;MA;30.584.421
2019;Agosto;MG;271.294.888
2019;Agosto;MS;42.490.014
2019;Agosto;MT;38.948.944
2019;Agosto;PA;34.717.978
2019;Agosto;PB;31.644.151
2019;Agosto;PE;66.079.453
2019;Agosto;PI;19.946.950
2019;Agosto;PR;166.962.618
2019;Agosto;RJ;435.275.579
2019;Agosto;RN;26.316.000
2019;Agosto;RO;13.537.481
2019;Agosto;RR;4.401.768
2019;Agosto;RS;196.556.821
2019;Agosto;SC;111.971.512
2019;Agosto;SE;21.411.305
2019;Agosto;SP;1.205.502.325
2019;Agosto;TO;8.868.710
2019;Setembro;AC;6.111.147
2019;Setembro;AL;19.481.977
2019;Setembro;AM;22.907.296
2019;Setembro;AP;5.111.726
2019;Setembro;BA;89.667.385
2019;Setembro;CE;45.604.621
2019;Setembro;DF;68.587.195
2019;Setembro;ES;33.913.962
2019;Setembro;GO;63.551.053
2019;Setembro;MA;29.511.078
2019;Setembro;MG;222.278.427
2019;Setembro;MS;39.565.506
2019;Setembro;MT;36.765.901
2019;Setembro;PA;34.065.934
2019;Setembro;PB;26.087.482
2019;Setembro;PE;65.630.807
2019;Setembro;PI;19.205.648
2019;Setembro;PR;170.918.844
2019;Setembro;RJ;390.530.090
2019;Setembro;RN;26.322.320
2019;Setembro;RO;12.600.968
2019;Setembro;RR;4.347.071
2019;Setembro;RS;184.976.262
2019;Setembro;SC;95.602.456
2019;Setembro;SE;20.286.263
2019;Setembro;SP;1.034.219.745
2019;Setembro;TO;8.913.864
2019;Outubro;AC;5.789.541
2019;Outubro;AL;18.556.705
2019;Outubro;AM;21.775.606
2019;Outubro;AP;4.567.406
2019;Outubro;BA;79.013.915
2019;Outubro;CE;40.251.333
2019;Outubro;DF;68.843.301
2019;Outubro;ES;59.263.313
2019;Outubro;GO;68.401.710
2019;Outubro;MA;30.627.747
2019;Outubro;MG;296.391.780
2019;Outubro;MS;37.437.630
2019;Outubro;MT;36.096.145
2019;Outubro;PA;33.242.508
2019;Outubro;PB;26.332.589
2019;Outubro;PE;60.522.721
2019;Outubro;PI;18.945.366
2019;Outubro;PR;180.273.670
2019;Outubro;RJ;352.784.087
2019;Outubro;RN;24.966.400
2019;Outubro;RO;12.186.644
2019;Outubro;RR;4.088.190
2019;Outubro;RS;232.065.259
2019;Outubro;SC;91.657.479
2019;Outubro;SE;19.049.312
2019;Outubro;SP;1.074.978.500
2019;Outubro;TO;8.167.815
2019;Novembro;AC;5.827.261
2019;Novembro;AL;18.200.950
2019;Novembro;AM;19.574.313
2019;Novembro;AP;4.760.613
2019;Novembro;BA;84.697.234
2019;Novembro;CE;52.549.383
2019;Novembro;DF;68.212.063
2019;Novembro;ES;34.254.979
2019;Novembro;GO;112.019.698
2019;Novembro;MA;27.629.009
2019;Novembro;MG;334.788.277
2019;Novembro;MS;41.019.870
2019;Novembro;MT;52.610.714
2019;Novembro;PA;34.238.414
2019;Novembro;PB;25.797.209
2019;Novembro;PE;60.672.910
2019;Novembro;PI;18.296.987
2019;Novembro;PR;352.306.940
2019;Novembro;RJ;401.987.156
2019;Novembro;RN;24.148.542
2019;Novembro;RO;12.681.530
2019;Novembro;RR;4.027.240
2019;Novembro;RS;194.506.513
2019;Novembro;SC;94.977.533
2019;Novembro;SE;19.511.036
2019;Novembro;SP;1.415.824.486
2019;Novembro;TO;8.004.788
2019;Dezembro;AC;1.899.483
2019;Dezembro;AL;8.565.651
2019;Dezembro;AM;11.722.326
2019;Dezembro;AP;2.851.153
2019;Dezembro;BA;36.180.207
2019;Dezembro;CE;21.221.510
2019;Dezembro;DF;43.448.604
2019;Dezembro;ES;17.481.539
2019;Dezembro;GO;30.780.874
2019;Dezembro;MA;28.578.363
2019;Dezembro;MG;142.136.414
2019;Dezembro;MS;17.639.152
2019;Dezembro;MT;21.513.020
2019;Dezembro;PA;17.335.125
2019;Dezembro;PB;10.913.376
2019;Dezembro;PE;31.790.034
2019;Dezembro;PI;23.611.350
2019;Dezembro;PR;266.096.543
2019;Dezembro;RJ;254.928.510
2019;Dezembro;RN;9.976.225
2019;Dezembro;RO;5.793.140
2019;Dezembro;RR;3.291.301
2019;Dezembro;RS;120.353.156
2019;Dezembro;SC;106.735.255
2019;Dezembro;SE;7.902.448
2019;Dezembro;SP;1.679.408.508
2019;Dezembro;TO;3.955.482
2020;Janeiro;AC;1.721.260
2020;Janeiro;AL;6.607.039
2020;Janeiro;AM;17.718.131
2020;Janeiro;AP;2.368.304
2020;Janeiro;BA;38.508.988
2020;Janeiro;CE;27.341.043
2020;Janeiro;DF;45.130.014
2020;Janeiro;ES;19.760.166
2020;Janeiro;GO;67.975.891
2020;Janeiro;MA;11.432.426
2020;Janeiro;MG;130.647.608
2020;Janeiro;MS;19.106.291
2020;Janeiro;MT;15.523.364
2020;Janeiro;PA;17.274.819
2020;Janeiro;PB;10.182.111
2020;Janeiro;PE;24.480.122
2020;Janeiro;PI;7.226.155
2020;Janeiro;PR;110.391.231
2020;Janeiro;RJ;347.552.441
2020;Janeiro;RN;9.551.890
2020;Janeiro;RO;4.540.724
2020;Janeiro;RR;1.806.839
2020;Janeiro;RS;100.752.593
2020;Janeiro;SC;49.324.843
2020;Janeiro;SE;5.945.246
2020;Janeiro;SP;945.763.693
2020;Janeiro;TO;4.254.266
2020;Fevereiro;AC;1.618.685
2020;Fevereiro;AL;6.197.792
2020;Fevereiro;AM;8.100.348
2020;Fevereiro;AP;2.374.950
2020;Fevereiro;BA;30.016.395
2020;Fevereiro;CE;18.466.912
2020;Fevereiro;DF;58.949.919
2020;Fevereiro;ES;21.527.197
2020;Fevereiro;GO;28.116.892
2020;Fevereiro;MA;9.351.372
2020;Fevereiro;MG;291.351.212
2020;Fevereiro;MS;12.669.403
2020;Fevereiro;MT;23.034.996
2020;Fevereiro;PA;13.534.419
2020;Fevereiro;PB;9.782.832
2020;Fevereiro;PE;25.297.073
2020;Fevereiro;PI;7.868.618
2020;Fevereiro;PR;83.454.548
2020;Fevereiro;RJ;286.496.355
2020;Fevereiro;RN;7.540.728
2020;Fevereiro;RO;4.377.517
2020;Fevereiro;RR;1.684.029
2020;Fevereiro;RS;136.716.650
2020;Fevereiro;SC;55.235.851
2020;Fevereiro;SE;6.026.850
2020;Fevereiro;SP;795.702.657
2020;Fevereiro;TO;3.476.597
2020;Março;AC;1.626.474
2020;Março;AL;6.688.953
2020;Março;AM;8.877.749
2020;Março;AP;2.208.987
2020;Março;BA;30.029.360
2020;Março;CE;19.912.127
2020;Março;DF;41.261.861
2020;Março;ES;14.897.265
2020;Março;GO;29.544.299
2020;Março;MA;10.117.647
2020;Março;MG;137.418.480
2020;Março;MS;13.979.106
2020;Março;MT;15.337.926
2020;Março;PA;15.607.038
2020;Março;PB;8.839.739
2020;Março;PE;51.174.678
2020;Março;PI;6.170.664
2020;Março;PR;609.516.017
2020;Março;RJ;208.631.117
2020;Março;RN;7.707.395
2020;Março;RO;4.588.950
2020;Março;RR;2.088.713
2020;Março;RS;96.853.978
2020;Março;SC;49.515.616
2020;Março;SE;7.564.128
2020;Março;SP;791.523.389
2020;Março;TO;3.858.671
2020;Abril;AC;1.834.212
2020;Abril;AL;7.729.974
2020;Abril;AM;8.999.994
2020;Abril;AP;2.163.870
2020;Abril;BA;37.661.942
2020;Abril;CE;23.232.669
2020;Abril;DF;52.632.248
2020;Abril;ES;16.895.423
2020;Abril;GO;38.714.476
2020;Abril;MA;10.573.183
2020;Abril;MG;139.044.122
2020;Abril;MS;18.143.414
2020;Abril;MT;23.675.287
2020;Abril;PA;15.789.924
2020;Abril;PB;9.995.067
2020;Abril;PE;29.757.074
